release,sample_count_10min,mae_kw,rmse_kw,mean_error_kw
0:00,48096,197.49097249805948,383.0269248527167,-29.67622281478709
6:00,36072,158.5164766434723,271.37144712169965,-13.41183948076071
12:00,24048,75.2527363855622,139.72804450189918,1.7109362940785084
18:00,12024,10.015140843313374,42.92335290156186,9.929809189953426
